"MARCA_RECURSO_INSUFICIENTE";"CUADRILLA DESASIGNADA";"COD_MOVIL";"TIPO";"ESTADO EVENTO";"ESTADO TERMINACION";"CODIGO AMBITO";"COD ELEMENTO AVERIADO";"COD CONDICION";"BAREMO";"PRECIO"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"E06";"15";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P42";"54";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P26";"19";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"P21";"80";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"I01";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"C02";"29";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P26";"64";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"M01";"92";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"T01";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"C38";"15";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"M01";"52";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"P19";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P25";"19";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P10";"43";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"C07";"61";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P26";"61";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"T23";"92";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"M01";"21";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"T04";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"A01";"43";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"N01";"15";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"U01";"15";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P26";"40";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"D02";"31";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"D02";"37";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P26";"55";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"B09";"54";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"7";"P26";"61";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"L06";"26";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"8";"P22";"50";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"6";"P39";"92";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"P16";"48";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"9";"C10";"69";"ATENCION RECLAMO DOMICILIO CUADRILLA RED";"19031"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"2";"D03";"69";"OPERACIÓN EQUIPOS MT DIST. SUBTERRANEA";"22.203"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"2";"S03";"66";"OPERACIÓN EQUIPOS MT DIST. SUBTERRANEA";"22.203"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"2";"C12";"69";"OPERACIÓN EQUIPOS MT DIST. SUBTERRANEA";"22.203"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"5";"F03";"61";"OPERACIÓN EQUIPOS MT DIST. SUBTERRANEA";"22.203"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"65";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"T10";"16";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"11";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"C23";"54";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"70";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P50";"61";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"48";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"T15";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P16";"48";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"I02";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"L02";"12";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"S03";"29";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P29";"82";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"80";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"87";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"L02";"17";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P16";"91";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"T20";"85";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"A13";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"T20";"32";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P16";"11";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"I02";"05";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P16";"65";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"C46";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"54";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P16";"27";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"T12";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P29";"66";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P50";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"L02";"67";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"A07";"25";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"24";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"T20";"40";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P29";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P34";"43";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P04";"62";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"R03";"05";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"B07";"29";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P34";"16";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P29";"05";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"32";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"35";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"A12";"16";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"58";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"L02";"25";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"T12";"40";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"P16";"85";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"L02";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"2";"T24";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"T20";"85";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"T12";"81";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"A08";"80";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"C23";"80";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"T16";"05";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"L02";"78";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"1";"H01";"43";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P28";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P24";"66";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"2";"T26";"54";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"T20";"40";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"2";"U02";"15";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"C18";"19";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P30";"66";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"P29";"43";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"T20";"54";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"PROVISORIO";"3";"T13";"54";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"C25";"66";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"C25";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"3";"P30";"66";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"R03";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"P04";"22";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"3";"P28";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"S03";"85";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"3";"P29";"66";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"2";"D03";"66";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"T16";"29";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"2";"D03";"05";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"T16";"66";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"A11";"05";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"3";"P28";"82";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"A11";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"P50";"85";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"R03";"66";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"3";"T20";"85";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"3";"P28";"66";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"C25";"05";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"P50";"66";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"I02";"69";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"3";"P29";"43";"MANTENIMIENTO MENOR MT";"23789"
"NO";"NO";"V4650,V4651,V4652,V4653,V4654,V4655,V4656";"SERVICIO DE EMERGENCIA RED";"CERRADO";"TERMINADO";"1";"I02";"66";"MANTENIMIENTO MENOR MT";"23789"
