EVENTO;ELEMENTO UBICADO;CODIGO ELEMENTO RESPONSABLE;DESCRIPCION ELEMENTO RESPONSABLE;CODIGO AMBITO;DESCRIPCION AMBITO;CODIGO CONDICION;DESCRIPCION CONDICION;OBSERVACIONES
B1830840;;I01;IND. O EDIFICIO;6;Cliente AÇreo;2;NO SE UBICA;
B1830841;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;40;FALLADO-A;
B1830842;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1830843;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1830844;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1830846;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1830847;;P25;PROTECC EMP. 220V;6;Cliente AÇreo;69;OTRA FALLA;
B1830848;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1830849;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1830850;;S03;SECTOR;4;Red BT AÇrea;37;EN ATENCION;
B1830851;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1830852;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1830853;;P19;POSTE OTRA EMPRESA;9;Otra Empresa;48;INCLINADO;
B1830855;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1830856;;F01;FASE;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1830857;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1830858;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1830859;;C30;CHICOTE CAJA EMP.;6;Cliente AÇreo;43;FUNDIDO-A;
B1830860;;P25;PROTECC EMP. 220V;8;Alumbrado P£blico;61;NO NORMALIZADO;
B1830861;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1830862;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1830863;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1830864;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;92;SUELTO-A;
B1830865;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1830866;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1830868;;P05;CONTACTO HEMBRA SUP TRIPOLAR BT;3;Transformador MT/BT;43;FUNDIDO-A;
B1830869;;R03;RECONECTADOR;1;Red MT AÇrea;85;REVISION;
B1830872;;L02;LINEA DE DISTRIBUCION;4;Red BT AÇrea;17;CORTO-CIRCUITO;
B1830873;;D02;DOMICILIO;6;Cliente AÇreo;88;SERVICIO CORTADO;
B1830874;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1830875;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1830876;;T17;TRIPOLAR;4;Red BT AÇrea;43;FUNDIDO-A;
B1830877;;C30;CHICOTE CAJA EMP.;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1830878;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1830879;;D02;DOMICILIO;6;Cliente AÇreo;57;VERIFICACION DE DOMICILIO;
B1830880;;D02;DOMICILIO;6;Cliente AÇreo;45;FALLA EN INSTALACION CLIENTE;
B1830882;;P29;PROTECC T/D EN BT;3;Transformador MT/BT;43;FUNDIDO-A;
B1830883;;D02;DOMICILIO;6;Cliente AÇreo;1;CERRADO;
B1830884;;M01;MEDIDOR;6;Cliente AÇreo;54;MAL ESTADO;
B1830885;;P49;PROTECC AP MUNICIPAL;8;Alumbrado P£blico;66;NORMALIZACION;
B1830886;;D02;DOMICILIO;6;Cliente AÇreo;2;NO SE UBICA;
B1830887;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;26;DESTEMPLADO;
B1830888;;R01;RACK EMP.;6;Cliente AÇreo;21;DESAPARECIDO-A;
B1830889;;B01;BAJADA EMPALME;6;Cliente AÇreo;17;CORTO-CIRCUITO;
B1830893;;Z01;ZONA;4;Red BT AÇrea;85;REVISION;
B1830896;;T12;TRANSF. DAE;1;Red MT AÇrea;40;FALLADO-A;
B1830900;;R03;RECONECTADOR;1;Red MT AÇrea;5;ABIERTO;
B1830901;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1830902;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;43;FUNDIDO-A;
B1830903;;R03;RECONECTADOR;1;Red MT AÇrea;69;OTRA FALLA;
B1830904;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1830906;;P34;PUENTE DE DISTRIBUCION;4;Red BT AÇrea;43;FUNDIDO-A;
B1830909;;L04;LINEA APOYADA OTRA EMPR.;9;Otra Empresa;16;CORTADO-A;
B1830910;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1830911;;L09;LUMINARIA;8;Alumbrado P£blico;6;APAGADO;
B1830912;;D02;DOMICILIO;6;Cliente AÇreo;85;REVISION;
B1830915;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1830916;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
B1830917;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;12;CON RAMAS;
B1830918;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;19;CONEXI‡N FUNDIDA;
B1830921;;D02;DOMICILIO;7;Cliente Subterr†neo;88;SERVICIO CORTADO;
B1830923;;R03;RECONECTADOR;1;Red MT AÇrea;66;NORMALIZACION;
B1830924;;L07;LINEA DIST. CONC 1F;4;Red BT AÇrea;43;FUNDIDO-A;
B1830926;;D02;DOMICILIO;7;Cliente Subterr†neo;1;CERRADO;
B1830927;;A02;ACOMETIDA CONCEN;6;Cliente AÇreo;15;CONEXI‡N SUELTA;
